"Data Source","World Development Indicators",

"Last Updated Date","2017-02-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Tunisia","TUN","Insurance and financial services (% of commercial service imports)","TM.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","6.44859813084113","6.77966101694914","5.67164179104478","6.60606060606059","6.96969696969695","6.96202531645571","5.73825503355706","6.09756097560975","7.12765957446809","7.24598930481282","9.24999999999999","8.61244019138755","8.08080808080808","7.38007380073802","7.34557595993323","8.30618892508144","6.29370629370631","5.58798999165973","5.6930693069307","6.45709430756158","7.62942779291551","9.49957591178967","10.1652892561983","9.16398713826366","7.7656675749319","7.57743362831856","7.96265788028553","7.67152890329551","8.05943268797837","8.98528272656856","9.24544085661704","8.7441154138193","8.50997180745534","10.2019622311498","9.43482536995954","9.1883577851396","8.78748928877465","8.34019527114458","9.50227100681303","","",
"Tunisia","TUN","ICT goods imports (% total goods imports)","TM.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6907381473","3.910448052","3.801099594","5.0484655129","5.0935492601","4.5739624055","5.5700720968","4.3234530087","4.3665310574","5.9654657995","6.3060720287","6.6251264449","5.7931423347","4.96059922","","","",
"Tunisia","TUN","Fuel imports (% of merchandise imports)","TM.VAL.FUEL.ZS.UN","","","7.94700601499653","8.47487715675196","6.5673777475696","5.65717384270241","6.48575687811108","4.05427875672427","2.99211741730167","3.65368346549097","4.83970443173808","4.50557610839292","7.48919028092568","7.37051185714671","12.3034204706687","10.4049933089175","11.6750410617032","11.3543079142213","11.0264594242577","17.75464117227","20.7367201712669","20.5239900819981","12.935957523946","11.8248822520065","11.164584080871","14.2178021569136","6.80570141266444","10.8134067300942","7.09630998413067","9.20838574824215","9.02753400732361","8.25148904158612","7.55970070790923","7.85712389614898","7.66649313850369","7.28732773052444","8.42917687851993","7.99812131324951","5.23608960687682","6.71976165055409","10.5874057929297","9.64296995247889","9.41240047327605","10.8478564106103","10.3197980041449","13.7283366148117","14.8435133173989","12.8593953778098","16.8988892918536","11.4665860736158","12.6096572563676","14.841088630641","17.4347266633122","17.8338044218709","18.3353400395184","14.271539926276","",
"Tunisia","TUN","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","25.0898504762515","21.2571774394449","18.6436547250594","16.2044175155589","19.7453670242565","27.2966148187436","23.69452199071","25.4278891245241","27.8608396739673","22.7986534547613","20.7130265158103","20.9339418585787","20.6930845603377","18.715668803445","13.5557420617186","13.4906190755108","13.4735592045809","14.7227401343564","13.6840965612013","14.2664219194109","11.6377318178532","15.8514767281234","15.7481855394036","14.0958530210496","14.3756763108057","11.9277032730519","17.0659509366056","15.0760563805386","10.6370823162724","7.99487614108588","8.31297400038459","8.32143929978579","9.84346560682793","12.5651222318956","9.684396169021","10.8002813688299","10.319505302249","8.3183465857866","8.25647222279085","8.3403504072513","10.2407713805208","8.41697965866915","8.62679599741403","8.46634233082184","8.20995144957512","9.81894976639516","10.2085038110853","8.55511345680879","9.34827005261325","11.317413990242","9.06952649155685","10.6279496667721","9.70379820230335","11.1820871590282","",
"Tunisia","TUN","Agricultural raw materials imports (% of merchandise imports)","TM.VAL.AGRI.ZS.UN","","","3.14423469083351","2.89342829239762","4.27211537916233","4.02364795702639","4.7863748544842","4.86287833419703","5.14801173102047","4.67892291303855","5.49568428947957","6.07022706155448","4.84474022791346","5.59537744470919","5.93271253609962","3.20915517138569","4.41771266294017","4.17352837621635","3.45758307071658","3.28726671780615","3.56954450402317","3.13480870319063","3.11880433743345","3.35338255115146","3.7588221150053","3.98446429516842","3.87451770433392","4.81073713609541","4.32834368752468","4.63808674348092","4.33764435337633","3.65164776760286","3.69347483987241","3.13770669503545","3.87587980413679","4.1961181418947","3.48791340726036","3.37798712536722","3.04654849566081","2.84943767211691","3.06013929239692","2.85492630053115","2.8622458552036","2.79235844361054","2.77185437692302","2.6370077368639","2.28275346836182","2.22702571395294","1.9050950000412","2.03263309532592","2.13663384463566","2.0052820348113","1.95419028558729","1.76991163016732","1.85499693431041","1.92722422736687","",
"Tunisia","TUN","Tariff rate, most favored nation, weighted mean, primary products (%)","TM.TAX.TCOM.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.43","","17.27","","","18.72","","","18.54","","22.55","","28.54","19.87","18.47","16.89","16.07","","11.97","16.23","8.9","14.43","11.6","8.04","","8.03","",
"Tunisia","TUN","Tariff rate, applied, weighted mean, primary products (%)","TM.TAX.TCOM.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.43","","17.27","","","18.72","","","18.54","","22.55","","28.54","19.87","18.47","12.19","13.92","","11.97","16.23","8.9","14.43","11.6","6.11","","5.98","",
"Tunisia","TUN","Share of tariff lines with specific rates, primary products (%)","TM.TAX.TCOM.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","","","0","","0","","0","0","0","0","0","","0.01343","0","0","0","0","0","","0","",
"Tunisia","TUN","Tariff rate, most favored nation, simple mean, primary products (%)","TM.TAX.TCOM.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.77","","28.76","","","29.86","","","31.29","","52.53","","55.87","49.07","46.75","44.79","45.72","","29.97","26.26","18.43","23.35","24.51","19.47","","19.51","",
"Tunisia","TUN","Tariff rate, applied, simple mean, primary products (%)","TM.TAX.TCOM.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.08","","25.32","","","28.68","","","30.16","","41.38","","44.04","38.16","37.85","26.63","32.23","","26.74","25.05","17.86","22.34","22.14","12.27","","11.86","",
"Tunisia","TUN","Share of tariff lines with international peaks, primary products (%)","TM.TAX.TCOM.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.85428","","91.91019","","","92.68723","","","92.79255","","75.58994","","72.01492","62.81546","68.64011","51.70929","56.82647","","58.71945","70.38596","46.11968","64.91371","62.54628","47.98799","","47.3092","",
"Tunisia","TUN","Bound rate, simple mean, primary products (%)","TM.TAX.TCOM.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.25","","","103.8","","103.51","","103.51","103.48","103.48","103.48","103.48","","102.8","102.8","102.8","102.8","104.64","104.64","","104.64","",
"Tunisia","TUN","Binding coverage, primary products (%)","TM.TAX.TCOM.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.93","","","67.48","","67.74","","67.74","66.53","66.53","66.53","66.53","","66.01","66.01","66.01","66.06","63.06","63.06","","63.06","",
"Tunisia","TUN","Tariff rate, most favored nation, weighted mean, all products (%)","TM.TAX.MRCH.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.87","","26.02","","","27.36","","","25.67","","23.38","","26.39","22.15","22.4","19.65","19.17","","15.93","18.61","13.77","14.46","12.58","11.28","","11.26","",
"Tunisia","TUN","Tariff rate, applied, weighted mean, all products (%)","TM.TAX.MRCH.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.87","","26.02","","","27.36","","","25.67","","23.38","","26.39","22.15","22.4","8.77","18.26","","15.93","18.61","13.77","14.46","12.58","4.12","","3.94","",
"Tunisia","TUN","Share of tariff lines with specific rates, all products (%)","TM.TAX.MRCH.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","","","0","","0","","0.0307003","0.0018645","0","0","0","","0.0365264","0","0","0","0","0.0023872","","0","",
"Tunisia","TUN","Tariff rate, most favored nation, simple mean, all products (%)","TM.TAX.MRCH.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.94","","28.97","","","29.51","","","29.27","","31.66","","33.93","28.57","28.28","26.92","26.85","","21.53","20.94","16.47","15.99","15.53","14.06","","14.07","",
"Tunisia","TUN","Tariff rate, applied, simple mean, all products (%)","TM.TAX.MRCH.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.07","","28.46","","","29.67","","","29.38","","28.22","","29.96","25.53","25.92","13.28","22.99","","21.79","21.6","18.13","16.25","15.57","6.69","","6.49","",
"Tunisia","TUN","Share of tariff lines with international peaks, all products (%)","TM.TAX.MRCH.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.98922","","97.14527","","","97.12852","","","91.17694","","79.5387","","82.92574","65.61777","66.4319","30.70888","55.4814","","57.00072","57.40087","49.44226","44.6431","44.81828","28.11936","","27.98555","",
"Tunisia","TUN","Bound rate, simple mean, all products (%)","TM.TAX.MRCH.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.81","","","57.91","","57.55","","57.55","57.93","57.93","57.93","57.93","","57.21","57.21","57.21","57.21","58.91","58.91","","58.91","",
"Tunisia","TUN","Binding coverage, all products (%)","TM.TAX.MRCH.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.83","","","57.62","","58.6","","58.6","58","58","58","58","","58.5","58.51","58.51","58.52","58.25","58.25","","58.25","",
"Tunisia","TUN","Tariff rate, most favored nation, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.57","","28.63","","","30.57","","","27.97","","23.61","","25.62","22.83","23.63","20.68","20.4","","18.08","19.41","15.63","14.47","13.06","12.92","","12.89","",
"Tunisia","TUN","Tariff rate, applied, weighted mean, manufactured products (%)","TM.TAX.MANF.WM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.57","","28.63","","","30.57","","","27.97","","23.61","","25.62","22.83","23.63","7.44","19.99","","18.08","19.41","15.63","14.47","13.06","3.12","","2.91","",
"Tunisia","TUN","Share of tariff lines with specific rates, manufactured products (%)","TM.TAX.MANF.SR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","","","0","","","0","","0","","0.0367104","0.0021669","0","0","0","","0.0407339","0","0","0","0","0.0027467","","0","",
"Tunisia","TUN","Tariff rate, most favored nation, simple mean, manufactured products (%)","TM.TAX.MANF.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","29.04","","","29.43","","","28.68","","25.61","","27.58","22.56","22.86","21.67","21.32","","19","19.32","15.89","13.74","12.34","12.16","","12.16","",
"Tunisia","TUN","Tariff rate, applied, simple mean, manufactured products (%)","TM.TAX.MANF.SM.AR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.33","","28.75","","","29.77","","","29.31","","27.09","","28.76","24.48","24.9","12.1","22.16","","21.32","21.27","18.15","15.69","14.94","6.16","","5.97","",
"Tunisia","TUN","Share of tariff lines with international peaks, manufactured products (%)","TM.TAX.MANF.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.46806","","97.64872","","","97.56077","","","91.02721","","80.21699","","85.03535","66.04524","66.00153","26.95332","55.23373","","56.66882","55.4654","50.02025","41.56968","42.18505","25.11879","","25.06678","",
"Tunisia","TUN","Bound rate, simple mean, manufactured products (%)","TM.TAX.MANF.BR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.56","","","41.51","","41.42","","41.42","41.72","41.72","41.72","41.72","","40.99","40.99","40.99","40.99","40.91","40.91","","40.91","",
"Tunisia","TUN","Binding coverage, manufactured products (%)","TM.TAX.MANF.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.37","","","54.98","","56.17","","56.17","55.71","55.71","55.71","55.71","","56.44","56.46","56.46","56.46","56.7","56.7","","56.7","",
"Tunisia","TUN","Import volume index (2000 = 100)","TM.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","46.2409242849","53.3213480709","52.5214240006","50.3638560492","53.7136707213","45.9662260773","44.9800471895","44.3367363614","51.2594238898","60.9690208938","65.6607963769","61.1871332717","70.1598950691","70.4163054946","73.1590452889","77.5213340664","74.9125313611","82.098744058","87.0269114477","89.9297378657","100","114.7891569534","115.9118960997","122.690759203","132.3650435519","126.3467417871","133.2374137199","156.5721081583","177.4864173236","150.3412981443","162.3938671177","152.2518009576","156.486446677","157.5436985017","163.8084063466","157.5142662902","",
"Tunisia","TUN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","36.8980251777821","37.4949908508692","37.79825","30.9439626783754","33.4820067926757","33.9068290100582","33.3653755220154","34.9079432974239","40.4211975332233","57.7971629732524","52.6578680486964","51.4052006207967","53.8961121857749","54.7018400901808","64.5464127310062","65.6211326083886","74.6394954348871","66.4666597285821","59.3640126320989","60.1824964131994","53.4470954504652","51.5516730908888","53.4019713016315","60.2597418192735","72.3019760372892","73.5441996357147","67.9781856876829","67.4311605305783","68.5607256359544","71.8824646827455","74.1894046376336","67.4722122278575","64.9415112842909","64.6138580203404","62.5270071061663","67.139538889625","73.2345045910573","70.8670440832305","68.9784044745613","72.1624265678989","73.3448841441571","77.6697521007393","88.0659709339548","97.9975018390455","77.1864214601242","87.721007789452","91.2432184078075","92.08305000931","89.3446422049357","87.3538598902445","79.7255107942317","",
"Tunisia","TUN","International tourism, expenditures (% of total imports)","ST.INT.XPND.MP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33673946957878","3.30843859226226","3.05887092301827","2.98649448369302","3.00282582775383","3.34655299152031","3.11229711118575","2.92494024986422","2.99936202185791","3.01126940266956","3.07463164425337","3.00654717896848","2.55625368565011","2.0985785986534","2.2773369440573","2.52064420740758","2.62782087990749","2.55914411815308","2.92178050659528","2.87280535965839","","",
"Tunisia","TUN","International tourism, expenditures (current US$)","ST.INT.XPND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","294000000","282000000","266000000","271000000","276000000","310000000","322000000","303000000","355000000","427000000","452000000","498000000","530000000","555000000","478000000","611000000","678000000","673000000","768000000","770000000","","",
"Tunisia","TUN","International tourism, expenditures for travel items (current US$)","ST.INT.TVLX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251000000","251000000","235000000","235000000","239000000","263000000","273000000","260000000","300000000","340000000","374000000","410000000","437000000","458000000","415000000","547000000","607000000","593000000","675000000","681000000","","",
"Tunisia","TUN","International tourism, receipts for travel items (current US$)","ST.INT.TVLR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1530000000","1588000000","1543000000","1657000000","1827000000","1682000000","1751000000","1523000000","1583000000","1970000000","2143000000","2275000000","2575000000","2953000000","2773000000","2645000000","1914000000","2227000000","2191000000","2359000000","","",
"Tunisia","TUN","International tourism, expenditures for passenger transport items (current US$)","ST.INT.TRNX.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43000000","31000000","31000000","36000000","37000000","47000000","49000000","43000000","55000000","87000000","78000000","88000000","93000000","97000000","63000000","64000000","71000000","80000000","93000000","89000000","","",
"Tunisia","TUN","International tourism, receipts for passenger transport items (current US$)","ST.INT.TRNR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308000000","307000000","315000000","323000000","291000000","295000000","310000000","308000000","352000000","462000000","657000000","724000000","798000000","956000000","751000000","832000000","615000000","704000000","672000000","683000000","","",
"Tunisia","TUN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.0358931884442","23.2494175909588","22.734871468614","23.5057912844037","24.2441817041397","23.0998290853295","21.7772213755876","19.3416578745325","17.7664567448158","18.0113868902499","19.220115936815","18.8722447450287","16.8953706382186","15.5861309587374","17.7842402293309","15.7151177770761","11.2426709002261","13.2336916207998","13.0276995183533","14.0996285567635","","",
"Tunisia","TUN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1838000000","1895000000","1858000000","1980000000","2118000000","1977000000","2061000000","1831000000","1935000000","2432000000","2800000000","2999000000","3373000000","3909000000","3524000000","3477000000","2529000000","2931000000","2863000000","3042000000","","",
"Tunisia","TUN","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1778000","1428000","1381000","1526000","1480000","1632000","1669000","1939000","2274000","2312000","2241000","2302000","2743000","3118000","2623000","2250000","2303000","","","","","",
"Tunisia","TUN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4120000","3885000","4263000","4718000","4832000","5058000","5387000","5064000","5114000","5998000","6378000","6550000","6762000","7050000","6901000","6903000","4785000","5950000","6269000","6069000","","",
"Tunisia","TUN","Unmet need for contraception (% of married women ages 15-49)","SP.UWT.TFRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1","","","","","","","","","","","7","","","","",
"Tunisia","TUN","Urban population (% of total)","SP.URB.TOTL.IN.ZS","37.511","37.95","38.391","38.833","39.279","39.724","40.23","41.036","41.848","42.662","43.482","44.305","45.132","45.959","46.79","47.588","48.184","48.779","49.375","49.972","50.569","51.164","51.76","52.356","53.011","53.839","54.667","55.491","56.314","57.131","57.946","58.756","59.562","60.362","61.078","61.474","61.87","62.262","62.653","63.043","63.432","63.818","64.202","64.585","64.929","65.098","65.266","65.433","65.601","65.767","65.934","66.1","66.274","66.456","66.645","66.842","",
"Tunisia","TUN","Urban population","SP.URB.TOTL","1583227","1623262","1670320","1722882","1779667","1839221","1903440","1983238","2064417","2146415","2229322","2307473","2389435","2476597","2570513","2670163","2766889","2872933","2986960","3106105","3228325","3353895","3483023","3615253","3733326","3908906","4095998","4264345","4424940","4546881","4725149","4887442","5056754","5174351","5366130","5506534","5623550","5737381","5847592","5961283","6059342","6158820","6258989","6355035","6449008","6528678","6610075","6690590","6775862","6865812","6954125","7055382","7142680","7234732","7328684","7424676","",
"Tunisia","TUN","Urban population growth (annual %)","SP.URB.GROW","2.97198912963778","2.49725357272441","2.85775198832279","3.0983245161359","3.24277981505725","3.29158442585646","3.43206630515576","4.10680870462349","4.01169995894669","3.89511464538893","3.78984948186832","3.44554829820208","3.49039499711668","3.58285041375037","3.72200494224635","3.80340293554352","3.55840651135163","3.76098748029741","3.89226886273447","3.91133819110336","3.85938971834416","3.81589301313664","3.77782378572106","3.7261244465763","3.21376860147439","4.59580141055244","4.67528600050173","4.02781940783879","3.69681255117053","2.71847843526484","3.84575914414631","3.37699633933561","3.40557172392585","2.29891451861866","3.63930576631312","2.58284088028457","2.10277499574839","2.00396973485269","1.9027118140925","1.9255773794949","1.63154869611044","1.62839874263992","1.61334697175675","1.52287416289051","1.46789084291935","1.22781520329423","1.23905276811885","1.21070613378491","1.26645295628707","1.31877222167457","1.27806953286801","1.4455721144533","1.22973262306242","1.28052611758767","1.29026463860346","1.30130837458141","",
"Tunisia","TUN","Rural population (% of total population)","SP.RUR.TOTL.ZS","62.489","62.05","61.609","61.167","60.721","60.276","59.77","58.964","58.152","57.338","56.518","55.695","54.868","54.041","53.21","52.412","51.816","51.221","50.625","50.028","49.431","48.836","48.24","47.644","46.989","46.161","45.333","44.509","43.686","42.869","42.054","41.244","40.438","39.638","38.922","38.526","38.13","37.738","37.347","36.957","36.568","36.182","35.798","35.415","35.071","34.902","34.734","34.567","34.399","34.233","34.066","33.9","33.726","33.544","33.355","33.158","",
"Tunisia","TUN","Rural population growth (annual %)","SP.RUR.TOTL.ZG","1.10324965135365","0.628736421586569","0.989098154772142","1.23355089364696","1.36900531463625","1.42952195504298","1.32330672716678","0.765462625407834","0.66553838720844","0.559034115965804","0.445553972605386","0.103581039687064","0.144998682728658","0.248306729503531","0.380339432132464","0.601224925592956","1.1701053352549","1.37881197285582","1.50739636648673","1.5231905316192","1.4713142454548","1.43514343453848","1.39173654579744","1.3380782804293","0.586171898085425","1.26808590861739","1.33906557555867","0.697402182141102","0.358174840112936","-0.609718431761792","0.509804842285571","0.0439358031233481","0.0695813955541154","-1.03344576143662","0.63722278178602","0.913937967502646","0.427486758576416","0.339004905936994","0.235207146781002","0.255260459575474","-0.0417586433793738","-0.0394563278264593","-0.0535400390720955","-0.147562436843528","-0.0394078381921784","0.484843255748078","0.498793664163093","0.473177497410214","0.522833628950197","0.582308551748343","0.53544524469908","0.705636361018391","0.452267744641355","0.465184269026184","0.441221948843703","0.413765173280128","",
"Tunisia","TUN","Rural population","SP.RUR.TOTL","2637474","2654109","2680491","2713761","2751168","2790779","2827955","2849685","2868714","2884796","2897678","2900681","2904890","2912112","2923209","2940837","2975450","3016760","3062579","3109585","3155675","3201290","3246155","3289883","3309224","3351455","3396635","3420406","3432679","3411813","3429251","3430758","3433146","3397849","3419570","3450966","3465750","3477519","3485708","3494617","3493158","3491780","3489911","3484765","3483392","3500322","3517825","3534510","3553038","3573788","3592975","3618418","3634820","3651768","3667916","3683124","",
"Tunisia","TUN","Completeness of death registration with cause-of-death information (%)","SP.REG.DTHS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","","","","","","",
"Tunisia","TUN","Completeness of birth registration (%)","SP.REG.BRTH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2","","","","",
"Tunisia","TUN","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7","","","","",
"Tunisia","TUN","Completeness of birth registration, rural (%)","SP.REG.BRTH.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3","","","","",
"Tunisia","TUN","Population, female (% of total)","SP.POP.TOTL.FE.ZS","50.1423999333376","50.074033224298","49.9878460562428","49.8989865763165","49.8269303273734","49.7838005517739","49.7741723155029","49.7908765833065","49.8200805176857","49.8434896860764","49.8494484519285","49.8351728655021","49.8064698419759","49.7710418226077","49.7394137043567","49.718530527673","49.7087841090125","49.7071177949777","49.7124154034227","49.7227974556864","49.7364470069811","49.7536678622312","49.7735210109716","49.7918154678164","49.8036951193353","49.8063269841872","49.7998335497187","49.786135284805","49.7668158130766","49.7440670252502","49.720016174333","49.6947440087178","49.6695425646147","49.6488401445755","49.6378532454874","49.6399703663781","49.6555977094298","49.6834503195867","49.7228294836288","49.7724582722156","49.8308931300669","49.8985608029705","49.9742959570901","50.05304101483","50.1282213947097","50.1950957176146","50.2511807796466","50.2974788024567","50.3369638101742","50.3742558362717","50.4124278587269","50.4523802220865","50.4923792325471","50.5297888204537","50.5609985270644","50.5837444775224","",
"Tunisia","TUN","Population, total","SP.POP.TOTL","4220701","4277371","4350811","4436643","4530835","4630000","4731395","4832923","4933131","5031211","5127000","5208154","5294325","5388709","5493722","5611000","5742339","5889693","6049539","6215690","6384000","6555185","6729178","6905136","7042550","7260361","7492633","7684751","7857619","7958694","8154400","8318200","8489900","8572200","8785700","8957500","9089300","9214900","9333300","9455900","9552500","9650600","9748900","9839800","9932400","10029000","10127900","10225100","10328900","10439600","10547100","10673800","10777500","10886500","10996600","11107800","",
"Tunisia","TUN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.328441619873","46.9020500183105","49.9123001098633","50.8204307556152","61.1501007080078","58.3999099731445","","",
"Tunisia","TUN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088.48510742188","1218.18688964844","1491.03601074219","1384.22143554688","1429.14636230469","1622.76171875","1792.52465820313","1803.20959472656","","",
"Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1.80014597935966","1.33373405303651","1.70236959780238","1.95357448845717","2.10082398300819","2.16506188784641","2.16632169278024","2.12313755768334","2.05224171445906","1.96868328545288","1.88599821996656","1.57047815599972","1.64100178121611","1.76703464330245","1.93001471308191","2.11229710312695","2.31376618498109","2.53372554453518","2.67781967284034","2.70946697294591","2.67181196256472","2.64614794006417","2.61966569757242","2.58124860159769","1.97048379548457","3.04592316236919","3.14907190171622","2.53177045493505","2.22456586561509","1.27812817024686","2.42927428285455","1.98882264010002","2.04313364178067","0.964718742615778","2.46009906225465","1.93657704573949","1.46067273264003","1.37238416675847","1.27669108811885","1.305023523957","1.01640150272027","1.0217189244922","1.01343685483824","0.92809275221278","0.936675504286301","0.9678755408858","0.981309562931118","0.955149009675997","1.01003096661581","1.06604760459401","1.02446730743983","1.19411999993408","0.966848702117276","1.0062861871084","1.00626446006026","1.00614301302097","",
"Tunisia","TUN","Age dependency ratio, young (% of working-age population)","SP.POP.DPND.YG","82.3533794060453","82.7217427956608","83.896032992637","86.0202677092232","88.7094237625576","91.307534221345","92.5342323030108","92.3493023144531","91.3014717377404","90.1184278792032","89.1580219674365","87.6055662743549","86.3444198747408","85.2643915856647","84.1385434427376","82.8734552698102","81.6522497119292","80.4162311757284","79.1658287092972","77.9385704440252","76.7527517917153","75.3647247933714","73.8758138447097","72.3706524106978","70.9512527459034","69.6597963307446","68.5434461744009","67.5428732527196","66.5708950055175","65.4820881005429","64.1928672804456","62.8574142680726","61.2407469409295","59.4323881311952","57.5605415670117","55.6822433518506","53.7709360530249","51.9575043780071","50.1567380362697","48.284895009062","46.3381451345597","44.5668031489779","42.758528013329","40.9927423495497","39.3775992334839","37.9728996420419","36.7479378349582","35.7087738433998","34.8610816569881","34.1995682995679","33.7213771655325","33.4903106542663","33.4335334035162","33.5128964809951","33.6601889398306","33.8252630420651","",
"Tunisia","TUN","Age dependency ratio, old (% of working-age population)","SP.POP.DPND.OL","7.06717523472804","7.05889921689553","7.04885390786937","7.05009397543279","7.0465649211158","7.00879016762227","7.0425618611102","7.01571432225127","6.95294707233864","6.88463609221281","6.82413283517848","6.8695699904819","6.90747328622667","6.93288497966465","6.94571109965614","6.95314656735646","7.02186249290707","7.08846066541848","7.14678826467524","7.18432381205396","7.19466644691328","7.31634451980619","7.43542322080425","7.56101920866031","7.71293483833831","7.90782398491875","7.94806613020167","8.02478725581939","8.13980557656104","8.27581388697552","8.41314611629061","8.54773398514346","8.66391920847908","8.78364708267178","8.94440296103128","9.16994177952041","9.43677153524561","9.73747749581501","10.0451032730555","10.3257708994323","10.5630605696963","10.71313469142","10.8245601238508","10.9063279289715","10.9649035838108","11.0067258455511","10.9695147430853","10.9242003131677","10.8772136272622","10.8342165590194","10.8029802402121","10.7666439884106","10.7333751576773","10.7360918614235","10.8168736217882","10.9948727950972","",
